"","DATE","X","project_id","site_id","datetime","duration","variable","observation","update","meanTemp","minTemp","maxTemp","meanRH","minRH","maxRH","totalPrecipitation","meanWindSpeed","maxWindSpeed","meanTempLag1","minTempLag1","maxTempLag1","meanRHLag1","minRHLag1","maxRHLag1","totalPrecipitationLag1","meanWindSpeedLag1","maxWindSpeedLag1"
"52","2020-05-27",52,"neon4cast","HARV","2020-05-27","P1D","gcc_90",0.42554,0.42554,68.2380952380952,59,84,81.4,44,100,0.09,5.5,16,69.4594594594595,58,86,85.1081081081081,51,100,0,4.94594594594595,11
"53","2020-05-28",53,"neon4cast","HARV","2020-05-28","P1D","gcc_90",0.44686,0.44686,71.4,64,77,80.225,64,96,0,9.35,15,68.2380952380952,59,84,81.4,44,100,0.09,5.5,16
"54","2020-05-29",54,"neon4cast","HARV","2020-05-29","P1D","gcc_90",0.45019,0.45019,73.5952380952381,68,81,82.3333333333333,66,96,0,11.7857142857143,20,71.4,64,77,80.225,64,96,0,9.35,15
"55","2020-05-30",55,"neon4cast","HARV","2020-05-30","P1D","gcc_90",0.4494,0.4494,69.3870967741936,61,78,65.4193548387097,31,97,0.05,9.19354838709677,21,73.5952380952381,68,81,82.3333333333333,66,96,0,11.7857142857143,20
"56","2020-05-31",56,"neon4cast","HARV","2020-05-31","P1D","gcc_90",0.44016,0.44016,55.0416666666667,38,63,51.25,29,86,0,10.625,20,69.3870967741936,61,78,65.4193548387097,31,97,0.05,9.19354838709677,21
"57","2020-06-01",57,"neon4cast","HARV","2020-06-01","P1D","gcc_90",0.43629,0.43629,50.2083333333333,35,63,63.125,28,96,0,4.29166666666667,17,55.0416666666667,38,63,51.25,29,86,0,10.625,20
"58","2020-06-02",58,"neon4cast","HARV","2020-06-02","P1D","gcc_90",0.44234,0.44234,56.4166666666667,38,69,64.5,35,100,0,3.125,11,50.2083333333333,35,63,63.125,28,96,0,4.29166666666667,17
"59","2020-06-03",59,"neon4cast","HARV","2020-06-03","P1D","gcc_90",0.44907,0.44907,67.5416666666667,56,79,68.6666666666667,48,93,0,4.375,11,56.4166666666667,38,69,64.5,35,100,0,3.125,11
"60","2020-06-04",60,"neon4cast","HARV","2020-06-04","P1D","gcc_90",0.4485,0.4485,62.936170212766,51,86,79.7021276595745,29,100,0,2.93617021276596,15,67.5416666666667,56,79,68.6666666666667,48,93,0,4.375,11
"61","2020-06-05",61,"neon4cast","HARV","2020-06-05","P1D","gcc_90",0.45746,0.45746,71.78125,65,81,82.96875,62,100,0.04,6.71875,14,62.936170212766,51,86,79.7021276595745,29,100,0,2.93617021276596,15
"62","2020-06-06",62,"neon4cast","HARV","2020-06-06","P1D","gcc_90",0.45918,0.45918,73.1470588235294,57,86,70.6176470588235,37,94,0.02,7.73529411764706,20,71.78125,65,81,82.96875,62,100,0.04,6.71875,14
"63","2020-06-07",63,"neon4cast","HARV","2020-06-07","P1D","gcc_90",0.44621,0.44621,59.7083333333333,47,69,62.8333333333333,36,93,0,9.125,18,73.1470588235294,57,86,70.6176470588235,37,94,0.02,7.73529411764706,20
"64","2020-06-08",64,"neon4cast","HARV","2020-06-08","P1D","gcc_90",0.43252,0.43252,57,41,78,67.78125,25,100,0,3.625,16,59.7083333333333,47,69,62.8333333333333,36,93,0,9.125,18
"65","2020-06-09",65,"neon4cast","HARV","2020-06-09","P1D","gcc_90",0.45304,0.45304,68.5416666666667,54,85,57.0416666666667,32,87,0,4.83333333333333,13,57,41,78,67.78125,25,100,0,3.625,16
"66","2020-06-10",66,"neon4cast","HARV","2020-06-10","P1D","gcc_90",0.4481,0.4481,70.16,57,81,61.64,36,87,0,7.04,14,68.5416666666667,54,85,57.0416666666667,32,87,0,4.83333333333333,13
"67","2020-06-11",67,"neon4cast","HARV","2020-06-11","P1D","gcc_90",0.46305,0.46305,70.9583333333333,69,74,91.2916666666667,82,100,0.89,8.23404255319149,15,70.16,57,81,61.64,36,87,0,7.04,14
"68","2020-06-12",68,"neon4cast","HARV","2020-06-12","P1D","gcc_90",0.43821,0.43821,68.5945945945946,60,82,72.1621621621622,29,100,0,4.51351351351351,17,70.9583333333333,69,74,91.2916666666667,82,100,0.89,8.23404255319149,15
"69","2020-06-13",69,"neon4cast","HARV","2020-06-13","P1D","gcc_90",0.43063,0.43063,58.5,46,71,53.875,27,86,0,6.52173913043478,18,68.5945945945946,60,82,72.1621621621622,29,100,0,4.51351351351351,17
"70","2020-06-14",70,"neon4cast","HARV","2020-06-14","P1D","gcc_90",0.4413,0.4413,59.125,44,71,61.0416666666667,39,89,0,4.08333333333333,8,58.5,46,71,53.875,27,86,0,6.52173913043478,18
"71","2020-06-15",71,"neon4cast","HARV","2020-06-15","P1D","gcc_90",0.43874,0.43874,61.8333333333333,50,72,64.7916666666667,35,96,0,2.375,9,59.125,44,71,61.0416666666667,39,89,0,4.08333333333333,8
"72","2020-06-16",72,"neon4cast","HARV","2020-06-16","P1D","gcc_90",0.42656,0.42656,64.2916666666667,46,80,59.1666666666667,26,97,0,3.20833333333333,10,61.8333333333333,50,72,64.7916666666667,35,96,0,2.375,9
"73","2020-06-17",73,"neon4cast","HARV","2020-06-17","P1D","gcc_90",0.42546,0.42546,66.75,45,85,56.75,19,97,0,2.82608695652174,10,64.2916666666667,46,80,59.1666666666667,26,97,0,3.20833333333333,10
"74","2020-06-18",74,"neon4cast","HARV","2020-06-18","P1D","gcc_90",0.42836,0.42836,68.1176470588235,53,86,77.6176470588235,39,100,0,3.20588235294118,14,66.75,45,85,56.75,19,97,0,2.82608695652174,10
"75","2020-06-19",75,"neon4cast","HARV","2020-06-19","P1D","gcc_90",0.44102,0.44102,75.1034482758621,64,86,69.2068965517241,42,100,0,6.44827586206897,13,68.1176470588235,53,86,77.6176470588235,39,100,0,3.20588235294118,14
"76","2020-06-20",76,"neon4cast","HARV","2020-06-20","P1D","gcc_90",0.4376,0.4376,76.0740740740741,63,90,68.1428571428571,34,100,0,3.21428571428571,10,75.1034482758621,64,86,69.2068965517241,42,100,0,6.44827586206897,13
"77","2020-06-21",77,"neon4cast","HARV","2020-06-21","P1D","gcc_90",0.42897,0.42897,70.5918367346939,62,90,81.4897959183673,35,100,0,1.87755102040816,11,76.0740740740741,63,90,68.1428571428571,34,100,0,3.21428571428571,10
"78","2020-06-22",78,"neon4cast","HARV","2020-06-22","P1D","gcc_90",0.43881,0.43881,76.0344827586207,64,91,74.8620689655172,31,97,0,4.37931034482759,10,70.5918367346939,62,90,81.4897959183673,35,100,0,1.87755102040816,11
"79","2020-06-23",79,"neon4cast","HARV","2020-06-23","P1D","gcc_90",0.4336,0.4336,74,64,88,77.9117647058823,46,100,0,5.58823529411765,18,76.0344827586207,64,91,74.8620689655172,31,97,0,4.37931034482759,10
"80","2020-06-24",80,"neon4cast","HARV","2020-06-24","P1D","gcc_90",0.44261,0.44261,73.1612903225806,60,85,76.3870967741936,36,97,0.15,6.54838709677419,14,74,64,88,77.9117647058823,46,100,0,5.58823529411765,18
"81","2020-06-25",81,"neon4cast","HARV","2020-06-25","P1D","gcc_90",0.42813,0.42813,66.6774193548387,54,83,66.7741935483871,27,97,0,4.29032258064516,16,73.1612903225806,60,85,76.3870967741936,36,97,0.15,6.54838709677419,14
"82","2020-06-26",82,"neon4cast","HARV","2020-06-26","P1D","gcc_90",0.4284,0.4284,71.125,54,85,56.7083333333333,21,97,0,3.95652173913043,11,66.6774193548387,54,83,66.7741935483871,27,97,0,4.29032258064516,16
"83","2020-06-27",83,"neon4cast","HARV","2020-06-27","P1D","gcc_90",0.44346,0.44346,67.15625,53,77,79.84375,52,97,0.03,2.1875,7,71.125,54,85,56.7083333333333,21,97,0,3.95652173913043,11
"84","2020-06-28",84,"neon4cast","HARV","2020-06-28","P1D","gcc_90",0.43834,0.43834,67.3584905660377,59,81,88.4528301886792,58,100,0.06,2.52830188679245,9,67.15625,53,77,79.84375,52,97,0.03,2.1875,7
"85","2020-06-29",85,"neon4cast","HARV","2020-06-29","P1D","gcc_90",0.44737,0.44737,67.7543859649123,64,72,90.5964912280702,81,96,0.46,4.63157894736842,8,67.3584905660377,59,81,88.4528301886792,58,100,0.06,2.52830188679245,9
"86","2020-06-30",86,"neon4cast","HARV","2020-06-30","P1D","gcc_90",0.44756,0.44756,66.6229508196721,63,75,90.4098360655738,66,100,0.32,3.13114754098361,11,67.7543859649123,64,72,90.5964912280702,81,96,0.46,4.63157894736842,8
"87","2020-07-01",87,"neon4cast","HARV","2020-07-01","P1D","gcc_90",0.44039,0.44039,66.8055555555556,62,76,90.6527777777778,71,100,1.83,2.33333333333333,14,66.6229508196721,63,75,90.4098360655738,66,100,0.32,3.13114754098361,11
"88","2020-07-02",88,"neon4cast","HARV","2020-07-02","P1D","gcc_90",0.43285,0.43285,71.5454545454545,61,89,84.6060606060606,42,100,0.06,1.03225806451613,8,66.8055555555556,62,76,90.6527777777778,71,100,1.83,2.33333333333333,14
"89","2020-07-03",89,"neon4cast","HARV","2020-07-03","P1D","gcc_90",0.43785,0.43785,71.8823529411765,62,80,81.2352941176471,64,97,0,5.44117647058824,11,71.5454545454545,61,89,84.6060606060606,42,100,0.06,1.03225806451613,8
"90","2020-07-04",90,"neon4cast","HARV","2020-07-04","P1D","gcc_90",0.43336,0.43336,68.6,58,85,79.2285714285714,42,100,0,2.31428571428571,11,71.8823529411765,62,80,81.2352941176471,64,97,0,5.44117647058824,11
"91","2020-07-05",91,"neon4cast","HARV","2020-07-05","P1D","gcc_90",0.4337,0.4337,74.40625,65,88,69.03125,30,97,0,2.78125,11,68.6,58,85,79.2285714285714,42,100,0,2.31428571428571,11
"92","2020-07-06",92,"neon4cast","HARV","2020-07-06","P1D","gcc_90",0.43004,0.43004,73.8333333333333,61,88,63.625,26,97,0,4.29166666666667,16,74.40625,65,88,69.03125,30,97,0,2.78125,11
"93","2020-07-07",93,"neon4cast","HARV","2020-07-07","P1D","gcc_90",0.42971,0.42971,70,63,78,77.5277777777778,60,94,0,7.08333333333333,18,73.8333333333333,61,88,63.625,26,97,0,4.29166666666667,16
"94","2020-07-08",94,"neon4cast","HARV","2020-07-08","P1D","gcc_90",0.43532,0.43532,74.6607142857143,68,87,86.625,59,100,0.7,6.78571428571429,15,70,63,78,77.5277777777778,60,94,0,7.08333333333333,18
"95","2020-07-09",95,"neon4cast","HARV","2020-07-09","P1D","gcc_90",0.43118,0.43118,79.4814814814815,70,91,74.8518518518518,45,97,0,3.92592592592593,10,74.6607142857143,68,87,86.625,59,100,0.7,6.78571428571429,15
"96","2020-07-10",96,"neon4cast","HARV","2020-07-10","P1D","gcc_90",0.43263,0.43263,76.0857142857143,69,86,82.9714285714286,57,96,0.38,5.77142857142857,15,79.4814814814815,70,91,74.8518518518518,45,97,0,3.92592592592593,10
"97","2020-07-11",97,"neon4cast","HARV","2020-07-11","P1D","gcc_90",0.43883,0.43883,76.7857142857143,72,87,83.5,57,100,0.16,11.7380952380952,17,76.0857142857143,69,86,82.9714285714286,57,96,0.38,5.77142857142857,15
"98","2020-07-12",98,"neon4cast","HARV","2020-07-12","P1D","gcc_90",0.42757,0.42757,77.5384615384615,70,87,70.6538461538462,42,97,0.03,8.53846153846154,16,76.7857142857143,72,87,83.5,57,100,0.16,11.7380952380952,17
"99","2020-07-13",99,"neon4cast","HARV","2020-07-13","P1D","gcc_90",0.42675,0.42675,73.5294117647059,67,86,79.9705882352941,44,100,0,2.73529411764706,11,77.5384615384615,70,87,70.6538461538462,42,97,0.03,8.53846153846154,16
"100","2020-07-14",100,"neon4cast","HARV","2020-07-14","P1D","gcc_90",0.42896,0.42896,69.1111111111111,64,79,81.8611111111111,50,100,1.58,4.25,22,73.5294117647059,67,86,79.9705882352941,44,100,0,2.73529411764706,11
"101","2020-07-15",101,"neon4cast","HARV","2020-07-15","P1D","gcc_90",0.42851,0.42851,67.3333333333333,61,77,82.6904761904762,58,100,0,3.28571428571429,10,69.1111111111111,64,79,81.8611111111111,50,100,1.58,4.25,22
"102","2020-07-16",102,"neon4cast","HARV","2020-07-16","P1D","gcc_90",0.42268,0.42268,70.4,63,80,65.88,44,93,0,6.25,13,67.3333333333333,61,77,82.6904761904762,58,100,0,3.28571428571429,10
"103","2020-07-17",103,"neon4cast","HARV","2020-07-17","P1D","gcc_90",0.43513,0.43513,64.1320754716981,57,73,91.7169811320755,75,100,0.86,4.56603773584906,11,70.4,63,80,65.88,44,93,0,6.25,13
"104","2020-07-18",104,"neon4cast","HARV","2020-07-18","P1D","gcc_90",0.41648,0.41648,74,64,90,77.9655172413793,34,100,0,2.27586206896552,11,64.1320754716981,57,73,91.7169811320755,75,100,0.86,4.56603773584906,11
"105","2020-07-19",105,"neon4cast","HARV","2020-07-19","P1D","gcc_90",0.41762,0.41762,79.84,62,96,66,30,100,0,7.16,21,74,64,90,77.9655172413793,34,100,0,2.27586206896552,11
"106","2020-07-20",106,"neon4cast","HARV","2020-07-20","P1D","gcc_90",0.42856,0.42856,81.5,72,93,62.875,34,88,0,7.66666666666667,14,79.84,62,96,66,30,100,0,7.16,21
"107","2020-07-21",107,"neon4cast","HARV","2020-07-21","P1D","gcc_90",0.41819,0.41819,76,64,87,61.24,36,93,0,4.96,14,81.5,72,93,62.875,34,88,0,7.66666666666667,14
"108","2020-07-22",108,"neon4cast","HARV","2020-07-22","P1D","gcc_90",0.43007,0.43007,73.7,67,84,85.88,59,100,6.81,4.34,13,76,64,87,61.24,36,93,0,4.96,14
"109","2020-07-23",109,"neon4cast","HARV","2020-07-23","P1D","gcc_90",0.43369,0.43369,74.5535714285714,70,84,91.4821428571429,65,100,3.14,3.46428571428571,13,73.7,67,84,85.88,59,100,6.81,4.34,13
"110","2020-07-24",110,"neon4cast","HARV","2020-07-24","P1D","gcc_90",0.42164,0.42164,73.44,66,83,78.6,53,97,0,2.6,6,74.5535714285714,70,84,91.4821428571429,65,100,3.14,3.46428571428571,13
"111","2020-07-25",111,"neon4cast","HARV","2020-07-25","P1D","gcc_90",0.41844,0.41844,71.5952380952381,65,89,83.1904761904762,30,100,0,2.04761904761905,11,73.44,66,83,78.6,53,97,0,2.6,6
"112","2020-07-26",112,"neon4cast","HARV","2020-07-26","P1D","gcc_90",0.41699,0.41699,77.8333333333333,63,90,64.3333333333333,38,97,0,5.08333333333333,14,71.5952380952381,65,89,83.1904761904762,30,100,0,2.04761904761905,11
"113","2020-07-27",113,"neon4cast","HARV","2020-07-27","P1D","gcc_90",0.41638,0.41638,81.2916666666667,68,93,66.2916666666667,40,93,0,5.54166666666667,13,77.8333333333333,63,90,64.3333333333333,38,97,0,5.08333333333333,14
"114","2020-07-28",114,"neon4cast","HARV","2020-07-28","P1D","gcc_90",0.42178,0.42178,77.7083333333333,63,87,71.0416666666667,41,94,0,4.91666666666667,13,81.2916666666667,68,93,66.2916666666667,40,93,0,5.54166666666667,13
"115","2020-07-29",115,"neon4cast","HARV","2020-07-29","P1D","gcc_90",0.41485,0.41485,75.7692307692308,59,90,63.7307692307692,31,97,0,4.80769230769231,11,77.7083333333333,63,87,71.0416666666667,41,94,0,4.91666666666667,13
"116","2020-07-30",116,"neon4cast","HARV","2020-07-30","P1D","gcc_90",0.42173,0.42173,73.9,67,87,78.6666666666667,42,96,0.46,3.8,11,75.7692307692308,59,90,63.7307692307692,31,97,0,4.80769230769231,11
"117","2020-07-31",117,"neon4cast","HARV","2020-07-31","P1D","gcc_90",0.41416,0.41416,74.2,63,87,68.4,34,97,0,2.16,7,73.9,67,87,78.6666666666667,42,96,0.46,3.8,11
