"","uf","date","epiweek","cases","minTemp","medTemp","maxTemp","minPrecip","medPrecip","maxPrecip","minPressure","medPressure","maxPressure","minRH","medRH","maxRH","meanRainyDays","meanThermalRange","enso","iod","pdo","population","test"
"17","BA",2010-09-12,201037,253,13.4571,21.7230428571429,33.4055142857143,0,3.5529,45.6043,0.875542857142857,0.957528571428571,1.00422857142857,19.0702714285714,73.1517857142857,97.4589714285714,5.65542168674699,8.39669469879518,-1.415701,-1.211742,-0.463611,14149295,"Y"
"18","BA",2010-09-19,201038,219,14.4641142857143,22.4710571428571,33.8620142857143,0,5.1845,46.8018,0.8752,0.957614285714286,1.0044,19.5526142857143,71.2966285714286,98.4717285714286,6.03855421686747,8.60990371772806,-1.455751,-1.343755,-0.449423,14149295,"Y"
"19","BA",2010-09-26,201039,236,16.2980428571429,24.7357571428571,36.7400285714286,0,1.0917,11.5814,0.871928571428571,0.952914285714286,1.00037142857143,20.2073428571429,64.5311,99.1339571428571,5.99759036144578,10.6394474354561,-1.522183,-1.57212,-0.45088,14149295,"Y"
"20","BA",2010-10-17,201042,230,17.0904857142857,24.5026428571429,33.4157428571429,0.06,12.2916,230.9221,0.871942857142857,0.953228571428571,1.00005714285714,33.2909571428571,70.3505714285714,97.4286142857143,6.56385542168675,8.45596664371773,-1.602016,-2.27512,-0.436388,14149295,"Y"
"21","BA",2010-10-24,201043,193,17.6110428571429,24.8471,31.8921142857143,0.2551,18.4498,132.8352,0.870742857142857,0.950971428571429,0.997642857142857,40.4802285714286,76.8238142857143,98.5923285714286,6.86746987951807,7.54840430292599,-1.60036,-2.228511,-0.344492,14149295,"Y"
"22","BA",2010-10-31,201044,223,17.0200285714286,25.1208285714286,34.0885142857143,0,1.6584,143.1348,0.872314285714286,0.952771428571428,1.00011428571429,25.7689714285714,68.7343142857143,98.4638571428571,6.63373493975904,8.97746017211704,-1.615194,-1.836742,-0.248398,14149295,"Y"
"23","BA",2010-11-28,201048,531,16.9946142857143,25.1305142857143,34.8041714285714,0,5.1545,111.0568,0.871757142857143,0.951785714285714,0.998814285714286,24.9339142857143,68.6422142857143,98.4148428571429,6.3566265060241,8.74490013769363,-1.674402,-2.363107,-0.776068,14149295,"Y"
"24","BA",2010-12-05,201049,577,18.0861714285714,25.19,32.7409142857143,0.6263,30.2545,165.2573,0.869914285714286,0.949871428571429,0.995985714285714,45.7656571428571,77.1460857142857,97.4168857142857,6.89638554216867,7.1102251979346,-1.648781,-2.555343,-0.605175,14149295,"Y"
"25","BA",2010-12-12,201050,490,17.3903142857143,24.0250714285714,30.5838285714286,0.0299,21.0057,229.0582,0.869885714285714,0.9502,0.9965,46.4633571428571,79.3907714285714,98.5805,6.99759036144578,6.53549631669535,-1.672813,-2.588832,-0.536525,14149295,"Y"
"26","BA",2011-01-09,201102,601,17.0862285714286,24.7125,33.1266714285714,0.0551,15.6325,103.9097,0.871485714285714,0.951542857142857,0.997757142857143,35.1283857142857,77.3033285714286,98.8342285714286,6.96867469879518,7.59619184165232,-1.692035,-3.296357,0.04875,14198979,"Y"
"27","BA",2011-01-16,201103,695,16.6697571428571,25.1316285714286,32.8430857142857,0,4.6118,36.5665,0.871014285714286,0.950885714285714,0.997528571428571,33.0696571428571,71.0344142857143,98.4596142857143,6.82409638554217,8.23388502581756,-1.804757,-3.169202,-0.087791,14198979,"Y"
"28","BA",2011-02-13,201107,1119,17.2401571428571,25.2898857142857,33.6705142857143,0,4.9812,113.9264,0.872514285714286,0.953171428571429,0.999485714285714,32.2752571428571,71.8258857142857,97.9488714285714,7,7.80300437177281,-1.35385,-2.43429,-0.772332,14198979,"Y"
"29","BA",2011-02-20,201108,1050,17.2853428571429,25.6135571428571,33.8305714285714,0.0155,6.588,123.5847,0.8715,0.951728571428571,0.998414285714286,34.0087,73.0463857142857,97.7561428571429,6.91566265060241,8.54265118760757,-1.32241,-2.259607,-0.395894,14198979,"Y"
"30","BA",2011-02-27,201109,1081,17.1426428571429,25.5125285714286,34.1040571428571,0.0134,4.825,125.4408,0.870971428571429,0.950714285714286,0.997628571428571,31.8695428571429,72.2713142857143,98.4509714285714,6.9710843373494,8.52646771084337,-1.290608,-2.072744,-0.192911,14198979,"Y"
"31","BA",2011-03-27,201113,2030,17.4626285714286,25.5183142857143,34.1120285714286,0,4.8298,82.7684,0.872928571428571,0.952671428571429,0.999642857142857,31.2332857142857,74.5213142857143,98.7091571428572,6.85301204819277,8.49322908777969,-0.976265,-2.087916,-0.791963,14198979,"Y"
"32","BA",2011-04-03,201114,2169,16.4506,25.5914428571429,34.6207285714286,0,4.5869,73.7139,0.872785714285714,0.9528,0.999385714285714,30.3556857142857,69.5951428571429,97.8327428571429,6.84578313253012,8.5902056454389,-0.823005,-1.605329,-0.875621,14198979,"Y"
"33","BA",2011-04-10,201115,1832,16.5166714285714,24.4069571428571,32.2986857142857,0.0056,9.6346,64.5247,0.873414285714286,0.954614285714286,1.00012857142857,37.2590857142857,76.8229714285714,98.6158285714286,6.94698795180723,6.93653235800344,-0.768081,-1.656143,-0.720523,14198979,"Y"
"34","BA",2011-05-01,201118,1554,16.9702571428571,23.9342857142857,31.9226571428571,1e-04,8.1531,114.9552,0.873942857142857,0.954842857142857,1.00078571428571,38.0851285714286,81.3779857142857,99.1166428571429,6.83855421686747,6.20772977624785,-0.624726,-1.099815,-0.9714,14198979,"Y"
"35","BA",2011-05-08,201119,1576,15.2367285714286,23.0370857142857,31.4961285714286,0,2.7747,49.6063,0.873285714285714,0.954585714285714,1.0005,31.6149857142857,76.3192571428571,97.9987,5.99759036144578,7.17723628227195,-0.534448,-1.16818,-0.872086,14198979,"Y"
"36","BA",2011-05-15,201120,1267,15.2275285714286,22.4794,29.9918857142857,0.0066,5.615,82.1395,0.873957142857143,0.955228571428571,1.00122857142857,38.5836285714286,79.2134714285714,97.9981714285714,6.51084337349398,6.19394798623064,-0.442225,-1.178422,-0.702845,14198979,"Y"
"37","BA",2011-06-12,201124,728,14.6327,21.5201571428571,29.9500571428571,0,3.4402,164.9117,0.876528571428571,0.958614285714286,1.0043,34.0532857142857,76.3372857142857,97.9342285714286,6.48915662650602,5.75943005163511,-0.504345,-0.301019,-0.917745,14198979,"Y"
"38","BA",2011-06-19,201125,486,13.2205428571429,21.8782428571429,31.0337285714286,0,1.7179,20.8271,0.875542857142857,0.9568,1.00334285714286,28.1565714285714,75.5067285714286,99.6006428571429,5.76144578313253,7.89579555938038,-0.399526,-0.046197,-1.021267,14198979,"Y"
"39","BA",2011-06-26,201126,608,13.7829428571429,22.0723,31.1796142857143,0,3.8583,53.3371,0.875485714285714,0.956914285714286,1.00332857142857,27.8235571428571,75.6769714285714,99.3515285714286,5.93975903614458,7.92416626506024,-0.309842,0.062549,-1.015527,14198979,"Y"
"40","BA",2011-07-24,201130,353,13.0579,20.7476,29.3731571428571,0,7.7559,49.9607,0.8763,0.958928571428571,1.00505714285714,28.9668857142857,75.9017857142857,98.0753285714286,6.5566265060241,6.88493597246127,-0.498043,-0.17024,-0.924545,14198979,"Y"
"41","BA",2011-07-31,201131,339,14.6383714285714,22.7273428571429,33.1819285714286,0,2.6042,42.6835,0.875257142857143,0.956157142857143,1.00377142857143,24.8031571428571,71.5347285714286,99.5827285714286,5.03373493975904,9.04950915662651,-0.670375,-0.412096,-0.910953,14198979,"Y"
"42","BA",2011-08-07,201132,294,13.5832142857143,22.1098571428571,33.0635,0,2.6593,49.3482,0.876128571428571,0.957657142857143,1.00478571428571,20.0708285714286,70.5082,98.3505714285714,5.52530120481928,9.3329586919105,-0.637649,-0.071436,-1.105908,14198979,"Y"
"43","BA",2011-08-28,201135,213,13.5163714285714,22.0899428571429,33.0481428571429,0,2.0001,27.497,0.877128571428571,0.959142857142857,1.00614285714286,20.6758428571429,68.4140714285714,98.9457428571429,5.67228915662651,9.20051177280551,-0.524291,0.436848,-0.878737,14198979,"Y"
"44","BA",2011-09-04,201136,189,11.6630428571429,21.4503428571429,33.0210285714286,0,0.8344,23.2305,0.8759,0.9577,1.00532857142857,16.0527285714286,63.7271714285714,95.6876857142857,4.89879518072289,10.9644121170396,-0.652378,0.481409,-0.727398,14198979,"Y"
"45","BA",2011-09-11,201137,180,12.2926285714286,22.3475142857143,33.7490428571429,0,2.9576,24.0082,0.877257142857143,0.959728571428571,1.00638571428571,16.6385857142857,65.5989714285714,96.1660142857143,5.43614457831325,9.53935242685026,-0.808195,0.592996,-0.726359,14198979,"Y"
"46","BA",2011-10-09,201141,191,16.3166,24.4184285714286,34.2480857142857,2e-04,2.9423,42.1569,0.871685714285714,0.952285714285714,0.999871428571429,29.6817428571429,67.5342571428571,98.0008714285714,6.61927710843374,8.72295528399312,-1.048848,0.360913,-0.930787,14198979,"Y"
"47","BA",2011-10-16,201142,188,16.1693285714286,22.6644142857143,30.2151,0.4792,25.508,244.5725,0.872057142857143,0.9534,0.998971428571429,48.6733285714286,77.8190857142857,96.4122428571429,6.98313253012048,5.72320746987952,-1.004197,0.418606,-0.735924,14198979,"Y"
"48","BA",2011-10-23,201143,184,17.2482142857143,23.7631285714286,32.7747714285714,0,7.8402,225.9905,0.873214285714286,0.954728571428571,1.00125714285714,32.0044142857143,77.1421571428571,99.0954285714286,6.98313253012048,7.01700148020654,-0.983123,0.496763,-0.754757,14198979,"Y"
"49","BA",2011-11-20,201147,309,16.8376428571429,23.9014714285714,34.4604857142857,0,7.4318,113.2532,0.872785714285714,0.953414285714286,1.0004,25.5882714285714,75.4910714285714,98.8259285714286,6.8289156626506,7.42976640275387,-0.997296,0.652231,-1.537304,14198979,"Y"
"50","BA",2011-11-27,201148,338,17.0391,24.1843285714286,33.7444285714286,0,4.5982,182.6678,0.871914285714286,0.952314285714286,0.998985714285714,27.4604,74.1334,98.3094857142857,6.78795180722892,7.66424950086058,-1.031921,0.625567,-1.298041,14198979,"Y"
"51","BA",2011-12-25,201152,449,16.6783142857143,25.2535285714286,34.5353142857143,0,5.8677,70.5278,0.873785714285714,0.953885714285714,1.00074285714286,27.7358428571429,71.0611428571429,98.6232714285714,6.94698795180723,8.53362612736661,-1.427763,-0.480282,-1.582508,14198979,"Y"
"52","BA",2012-01-01,201201,611,17.2476571428571,24.9081571428571,35.0376857142857,4e-04,5.4267,199.5146,0.872985714285714,0.952714285714286,0.9998,27.3668428571429,75.6747285714286,97.8348571428571,6.99036144578313,7.58789025817556,-1.372083,-1.1236,-1.3427,14254240,"Y"
"53","BA",2012-01-08,201202,833,16.7161285714286,24.6169142857143,34.7125142857143,0,5.1253,29.8229,0.8745,0.955485714285714,1.00127142857143,24.3260714285714,71.3893714285714,98.0718857142857,6.95421686746988,7.70232137693632,-1.364126,-1.17553,-1.013171,14254240,"Y"
"54","BA",2012-01-15,201203,876,16.1428571428571,24.7436428571429,33.8916571428571,0,2.5559,39.6071,0.873114285714286,0.954042857142857,1.00041428571429,26.0083571428571,66.3373142857143,97.7463428571428,6.83855421686747,8.71896791738382,-1.361816,-1.031158,-0.753127,14254240,"Y"
"55","BA",2012-01-22,201204,857,16.6213428571429,24.9615142857143,33.5124714285714,0,3.3939,64.2482,0.872557142857143,0.953285714285714,0.999857142857143,29.1195428571429,66.8586285714286,97.4406714285714,6.85060240963855,8.59983005163511,-1.477424,-0.790055,-1.277599,14254240,"Y"
"56","BA",2012-01-29,201205,865,16.6388285714286,24.6,34.0288857142857,1e-04,5.1892,73.3048,0.872871428571429,0.953814285714286,1.00024285714286,26.7114428571429,69.0028285714286,97.8984857142857,6.77349397590361,8.02345635111876,-1.555758,-0.591419,-1.283986,14254240,"Y"
"57","BA",2012-02-05,201206,1081,16.4578714285714,25.3267285714286,34.5400571428571,1e-04,5.3899,57.3797,0.8725,0.952771428571428,0.999785714285714,28.8871428571429,65.3379857142857,98.0951428571428,6.66024096385542,9.34222230636833,-1.334288,-0.81896,-0.875712,14254240,"Y"
"58","BA",2012-02-12,201207,1065,16.4406714285714,24.4355714285714,32.9016,0.0037,8.5346,54.2426,0.873485714285714,0.954514285714286,1.00011428571429,32.6490428571429,71.8083428571429,98.3215714285714,6.99036144578313,7.91921407917384,-1.361207,-0.432319,-0.995898,14254240,"Y"
"59","BA",2012-02-19,201208,1374,16.0209714285714,24.6704285714286,32.9777857142857,0,4.8782,31.1037,0.872457142857143,0.953442857142857,1.0002,29.7938571428571,70.4887428571429,98.1400714285714,6.83132530120482,8.57529762478485,-1.415305,-0.448393,-1.144567,14254240,"Y"
"60","BA",2012-02-26,201209,1876,16.3434428571429,25.5263285714286,34.9285142857143,0,1.2911,22.3206,0.873242857142857,0.953671428571429,1.00098571428571,23.6981285714286,64.1654142857143,97.4229857142857,6.24578313253012,9.99575104991394,-1.417077,-0.533699,-1.43407,14254240,"Y"
"61","BA",2012-03-04,201210,2046,16.3322142857143,25.3218714285714,34.5314571428571,0,3.0845,34.4685,0.873728571428572,0.954842857142857,1.00111428571429,23.4452,65.7115142857143,97.7148714285714,6.45301204819277,9.40486987951807,-1.282408,-0.666421,-1.574174,14254240,"Y"
"62","BA",2012-03-11,201211,2232,16.8905285714286,26.1447,35.2518,0,1.018,33.804,0.872985714285714,0.953657142857143,1.00071428571429,24.1207142857143,62.4123857142857,97.4607857142857,6.36626506024096,9.97767166953528,-1.345631,-1.050734,-1.701173,14254240,"Y"
"63","BA",2012-03-18,201212,2275,17.5018285714286,25.7508285714286,35.2727571428571,0,1.9417,215.6653,0.871885714285714,0.952142857142857,0.9993,24.5926714285714,64.7000142857143,97.3141857142857,5.97590361445783,9.74051091222031,-1.332149,-1.461676,-1.643974,14254240,"Y"
"64","BA",2012-03-25,201213,2247,16.1462714285714,25.6218428571429,34.494,0,1.7712,24.1194,0.873914285714286,0.954942857142857,1.0016,23.0487714285714,63.4344857142857,97.0833,5.5710843373494,9.63328901893287,-1.160813,-1.572156,-1.747559,14254240,"Y"
"65","BA",2012-04-01,201214,2070,16.2820714285714,25.6486428571429,35.1545714285714,0,1.0546,26.6717,0.873142857142857,0.953957142857143,1.00111428571429,23.9903285714286,64.0468,97.8148285714286,5.89879518072289,9.68710485370052,-0.976144,-1.032092,-1.560901,14254240,"Y"
"66","BA",2012-04-08,201215,2856,16.0267857142857,25.0516857142857,34.5915142857143,0,2.2608,23.1516,0.873428571428571,0.954642857142857,1.0013,23.4238857142857,66.0453714285714,97.2896142857143,5.95421686746988,9.05256471600688,-0.913894,-0.926366,-1.320469,14254240,"Y"
"67","BA",2012-04-15,201216,2595,17.2497285714286,25.3615571428571,34.0080285714286,0,2.1224,40.9417,0.873357142857143,0.953985714285714,1.00084285714286,27.8588571428571,67.1715285714286,97.1926857142857,6.40481927710843,8.66560351118761,-0.795222,-0.886145,-1.356341,14254240,"Y"
"68","BA",2012-04-22,201217,2477,16.5954142857143,25.9416142857143,35.1926428571429,0,0.3729,25.622,0.873071428571429,0.9533,1.00091428571429,22.6457,60.7115857142857,96.9094428571428,4.67228915662651,10.8470796213425,-0.808734,-0.935686,-1.351133,14254240,"Y"
"69","BA",2012-04-29,201218,2336,15.1764,24.2219285714286,33.9608285714286,0,2.9463,68.2071,0.874371428571428,0.955657142857143,1.00231428571429,20.3221714285714,65.3157142857143,97.0421285714286,5.38795180722892,9.29616616179002,-0.76836,-1.303517,-1.494889,14254240,"Y"
"70","BA",2012-05-06,201219,2179,16.1985857142857,23.6291285714286,32.9266428571429,0,3.451,65.4719,0.874771428571429,0.956228571428571,1.00222857142857,27.8248571428571,70.3796,97.9700428571429,6.32771084337349,7.97915886402754,-0.720027,-0.787409,-1.458777,14254240,"Y"
"71","BA",2012-05-13,201220,1987,16.2887571428571,24.0794142857143,32.1692571428571,0,3.7674,63.749,0.873942857142857,0.955071428571429,1.00124285714286,33.6392142857143,69.6302714285714,96.3934285714286,6.61686746987952,7.61588884681583,-0.81998,-0.839181,-1.156534,14254240,"Y"
"72","BA",2012-05-20,201221,1516,15.3194,21.9191428571429,30.8004285714286,7e-04,9.1085,157.5495,0.876285714285714,0.9583,1.0042,37.4937428571429,81.8690428571429,99.1785428571429,6.9855421686747,5.81807332185886,-0.754659,-0.80181,-1.30444,14254240,"Y"
"73","BA",2012-05-27,201222,1293,15.2638714285714,23.6544285714286,33.1998571428571,0,2.9263,23.6878,0.876314285714286,0.956785714285714,1.00382857142857,28.4804857142857,75.5603571428571,99.3102285714286,6.35180722891566,7.7097674010327,-0.587082,-0.744104,-1.492375,14254240,"Y"
"74","BA",2012-06-03,201223,1048,15.0749285714286,23.2911142857143,32.4603714285714,0,2.1584,20.0835,0.876142857142857,0.956842857142857,1.00401428571429,26.9281857142857,73.7807285714286,99.3774571428571,5.92771084337349,8.09422457831325,-0.752068,-0.720356,-1.671821,14254240,"Y"
"75","BA",2012-06-10,201224,982,15.2132285714286,22.2241285714286,31.3693857142857,0,5.1164,46.7483,0.875971428571429,0.957728571428571,1.00421428571429,30.1976857142857,77.5441142857143,98.7407,6.52771084337349,6.65864144578313,-0.683654,-0.696357,-1.648715,14254240,"Y"
"76","BA",2012-06-17,201225,730,14.5127142857143,23.1292,32.9646142857143,0,1.7393,30.8244,0.875828571428571,0.956514285714286,1.00382857142857,25.1882714285714,74.0033714285714,99.3782142857143,5.88915662650602,8.59317645438898,-0.495098,-0.671224,-1.457008,14254240,"Y"
"77","BA",2012-06-24,201226,599,14.7451285714286,21.6896142857143,30.8716142857143,0,6.8388,66.1388,0.8782,0.9602,1.00612857142857,26.4432428571429,77.6999,98.7502428571429,6.37831325301205,6.55397676419966,-0.411254,-0.414466,-1.508907,14254240,"Y"
"78","BA",2012-07-01,201227,602,12.0867857142857,20.9650714285714,30.1259,0,4.7626,38.0722,0.876657142857143,0.958642857142857,1.00474285714286,23.8403142857143,75.9046428571429,98.8922428571428,6.13253012048193,7.48596764199656,-0.530271,-0.420817,-1.765084,14254240,"Y"
"79","BA",2012-07-08,201228,601,13.3099,22.0138142857143,32.1657428571429,0,1.5951,50.2611,0.875142857142857,0.956242857142857,1.0034,25.0011142857143,73.1860428571429,98.2077,5.66024096385542,8.47259253012048,-0.471389,-0.226394,-1.542617,14254240,"Y"
"80","BA",2012-07-15,201229,615,13.4583571428571,21.6804142857143,31.7747571428571,0,2.3917,49.0062,0.876914285714286,0.958714285714286,1.00584285714286,24.4557857142857,72.7068,98.4446,5.5710843373494,8.18777693631669,-0.393011,-0.157646,-1.395043,14254240,"Y"
"81","BA",2012-07-22,201230,471,11.3854857142857,21.4633,31.9062,0,0.6333,11.5858,0.877614285714286,0.959014285714286,1.00652857142857,19.0863285714286,66.8501714285714,98.0488285714286,4.46506024096386,10.2378280895009,-0.31175,-0.132794,-1.476365,14254240,"Y"
"82","BA",2012-07-29,201231,465,12.5258142857143,20.957,30.364,0,3.6088,27.4744,0.877585714285714,0.960228571428572,1.00631428571429,23.9143285714286,70.8027571428571,96.1389857142857,5.95180722891566,7.86819383820998,-0.212685,-0.041925,-1.377723,14254240,"Y"
"83","BA",2012-08-05,201232,372,12.4208428571429,21.1881,31.5044714285714,0,2.6344,26.6373,0.876928571428571,0.9593,1.00604285714286,20.4891285714286,68.9952142857143,98.013,5.67469879518072,9.3009830636833,-0.261607,-0.367035,-1.270856,14254240,"Y"
"84","BA",2012-08-12,201233,309,12.9767,20.8749571428571,30.2281428571429,0,7.9822,54.0435,0.8786,0.960985714285714,1.00734285714286,24.5147857142857,75.0608428571428,98.3898428571429,6.54939759036145,7.35748636833046,-0.170229,-0.075517,-1.371732,14254240,"Y"
"85","BA",2012-08-19,201234,269,12.8547571428571,20.4534285714286,29.7845714285714,0,9.481,82.5557,0.878771428571429,0.961271428571429,1.00765714285714,26.0731142857143,76.1387714285714,98.8247,6.7710843373494,7.04457590361446,-0.138392,0.185519,-1.363068,14254240,"Y"
"86","BA",2012-08-26,201235,289,13.3328714285714,22.0104571428571,33.6846285714286,0,2.2389,23.3251,0.877028571428571,0.959014285714286,1.00647142857143,18.5687285714286,70.4532571428571,97.9373285714286,5.74457831325301,9.65642354561102,-0.214717,0.22479,-1.260236,14254240,"Y"
"87","BA",2012-09-02,201236,203,12.1912428571429,21.5685,33.1816285714286,0,2.4562,30.0808,0.878428571428571,0.960614285714286,1.00747142857143,17.1085,68.0479,97.2394571428571,5.42168674698795,9.81437414802065,-0.242221,0.136897,-1.395149,14254240,"Y"
"88","BA",2012-09-09,201237,239,14.7022428571429,23.9906714285714,36.3792857142857,0,1.3202,27.2559,0.876157142857143,0.957171428571429,1.0049,15.0942,65.8745,98.9776857142857,5.2289156626506,10.7867532874355,-0.228231,0.132689,-1.244145,14254240,"Y"
"89","BA",2012-09-16,201238,187,14.9775714285714,24.2952428571429,36.0560428571429,0,0.5674,28.961,0.874842857142857,0.9561,1.004,16.6376285714286,62.0432857142857,98.1955285714286,4.83132530120482,11.3093232358003,-0.203052,0.124444,-1.182173,14254240,"Y"
"90","BA",2012-09-23,201239,166,14.9084428571429,23.0274142857143,34.8549142857143,0,4.4386,79.2918,0.8759,0.958671428571429,1.00517142857143,21.3334857142857,69.1290857142857,95.8002,6.12048192771084,8.24559497418244,-0.134825,0.178022,-1.205074,14254240,"Y"
"91","BA",2012-09-30,201240,183,14.1279571428571,22.3826428571429,34.9565428571429,0,2.8927,48.7713,0.875271428571429,0.957914285714286,1.00495714285714,17.0109571428571,68.2125857142857,96.8212857142857,5.63614457831325,9.27360833046472,0.040061,0.250589,-0.718935,14254240,"Y"
"92","BA",2012-10-07,201241,154,15.3936428571429,23.2571857142857,34.7093571428571,0,4.524,33.6041,0.874471428571429,0.956442857142857,1.0034,22.4647428571429,70.9511142857143,98.0823857142857,6.47951807228916,8.5281647848537,0.007973,0.101342,-0.667726,14254240,"Y"
"93","BA",2012-10-14,201242,151,15.9919428571429,23.8588714285714,34.9531714285714,0,2.6834,58.7542,0.873671428571429,0.955285714285714,1.00234285714286,22.4283285714286,66.9440428571429,97.3369571428571,6.4433734939759,8.87697452667814,-0.090571,-0.145723,-0.790522,14254240,"Y"
"94","BA",2012-10-21,201243,136,15.792,24.9522,37.3348285714286,0,0.8986,9.382,0.872657142857143,0.953457142857143,1.0012,13.0689142857143,61.4320428571429,98.0258285714286,5.45783132530121,10.9863278829604,-0.130873,-0.154649,-0.85214,14254240,"Y"
"95","BA",2012-10-28,201244,154,17.4662714285714,25.8445142857143,36.1486857142857,0.0049,5.0816,126.0028,0.872,0.952485714285714,0.999985714285714,24.0430142857143,63.1600285714286,98.1497285714286,5.81204819277108,10.817796626506,-0.233262,-0.216059,-1.000365,14254240,"Y"
"96","BA",2012-11-04,201245,198,17.4960428571429,23.6938428571429,34.3167714285714,0.0111,23.2564,270.5745,0.871642857142857,0.951742857142857,0.998514285714286,30.0027571428571,80.3648,99.1967857142857,6.99277108433735,6.20737586919105,-0.183921,-0.068799,-0.830121,14254240,"Y"
"97","BA",2012-11-11,201246,232,17.4846714285714,24.0727714285714,35.1631285714286,0,4.5466,202.3645,0.872228571428571,0.952114285714286,0.999328571428571,24.0153571428571,76.2605285714286,98.5459714285714,6.84578313253012,7.83315060240964,-0.138133,-0.083643,-0.900888,14254240,"Y"
